longname,PW Density (r=250m),PW Density (250m) [StatCan],PW Density (r=250m) (2010),PW Density (r=250m) Change (2010-2020),PW Density (r=250m) (2000),PW Density (r=250m) Change (2000-2020),PW Density (r=500m),PW Density (500m) [StatCan],PW Density (r=500m) (2010),PW Density (r=500m) Change (2010-2020),PW Density (r=500m) (2000),PW Density (r=500m) Change (2000-2020),PW Density (r=2km),PW Density (2km) [StatCan],PW Density (r=2km) [GHS-POP],PW Density (r=2km) (2010),PW Density (r=2km) Change (2010-2020),PW Density (r=2km) (2000),PW Density (r=2km) Change (2000-2020),PW Density (r=4km),PW Density (4km) [StatCan],PW Density (r=4km) [GHS-POP],PW Density (r=4km) (2010),PW Density (r=4km) Change (2010-2020),PW Density (r=4km) (2000),PW Density (r=4km) Change (2000-2020)
"Kaeb [Kêb], Cambodia",,,,,,,,,,,,,,,347.22464,,,,,,,253.0138,,,,
"Viljandimaa, Estonia",,,,,,,,,,,,,,,310.98325,,,,,,,137.25664,,,,
"Staro Nagoričane, North Macedonia",,,,,,,,,,,,,,,2199.695,,,,,,,1259.7823,,,,
"Saaremaa, Estonia",,,,,,,,,,,,,,,713.9682,,,,,,,216.89227,,,,
"Monaco, Monaco",,,,,,,,,,,,,,,3633.2195,,,,,,,1239.3671,,,,
"Pénama, Vanuatu",,,,,,,,,,,,,,,60.024574,,,,,,,35.4127,,,,
"Nelson City, New Zealand",,,,,,,,,,,,,,,968.5862,,,,,,,593.2048,,,,
"Rîșcani, Moldova",,,,,,,,,,,,,,,217.23135,,,,,,,92.11565,,,,
"Kavadarci, North Macedonia",,,,,,,,,,,,,,,1539.1628,,,,,,,525.51544,,,,
"Musandam, Oman",,,,,,,,,,,,,,,398.81332,,,,,,,262.11542,,,,
"Tarrafal, Cape Verde",,,,,,,,,,,,,,,1328.524,,,,,,,570.50323,,,,
"Jēkabpils novads, Latvia",,,,,,,,,,,,,,,376.38733,,,,,,,200.40207,,,,
"Novo Mesto, Slovenia",,,,,,,,,,,,,,,728.2244,,,,,,,390.31494,,,,
"West Coast, New Zealand",,,,,,,,,,,,,,,183.62912,,,,,,,72.00185,,,,
"Dundgovĭ, Mongolia",,,,,,,,,,,,,,,342.25385,,,,,,,99.20345,,,,
"San Fernando, Trinidad and Tobago",,,,,,,,,,,,,,,2398.2583,,,,,,,1742.6387,,,,
"Nunavut, Canada",,1863.906347765798,,,,,,862.3063697123566,,,,,,169.87822436507315,175.7787,,,,,,50.24941765123295,49.926754,,,,
"Bogovinje, North Macedonia",,,,,,,,,,,,,,,855.5519,,,,,,,638.5508,,,,
"Taoudénit, Mali",,,,,,,,,,,,,,,107.10291,,,,,,,31.689663,,,,
"Studeničani, North Macedonia",,,,,,,,,,,,,,,1230.8965,,,,,,,777.7416,,,,
"Uri, Switzerland",,,,,,,,,,,,,,,543.9212,,,,,,,269.37585,,,,
"Saint Philip, Barbados",,,,,,,,,,,,,,,615.44165,,,,,,,419.527,,,,
"Nisporeni, Moldova",,,,,,,,,,,,,,,311.54657,,,,,,,150.32571,,,,
"Kočani, North Macedonia",,,,,,,,,,,,,,,1445.5101,,,,,,,574.7232,,,,
"Domžale, Slovenia",,,,,,,,,,,,,,,1077.169,,,,,,,686.99817,,,,
"Dienvidkurzemes novads, Latvia",,,,,,,,,,,,,,,48.19373,,,,,,,29.146486,,,,
"Para, Suriname",,,,,,,,,,,,,,,157.433,,,,,,,87.43422,,,,
"Bijelo Polje, Montenegro",,,,,,,,,,,,,,,1193.1635,,,,,,,492.82776,,,,
"Maalhosmadulu Uthuruburi, Maldives",,,,,,,,,,,,,,,419.9098,,,,,,,110.482,,,,
"Isabel, Solomon Islands",,,,,,,,,,,,,,,57.54845,,,,,,,27.304409,,,,
"Galápagos, Ecuador",,,,,,,,,,,,,,,872.19324,,,,,,,238.72876,,,,
"Choiseul, Solomon Islands",,,,,,,,,,,,,,,50.596516,,,,,,,22.368395,,,,
"Eastern, Fiji",,,,,,,,,,,,,,,47.89205,,,,,,,22.539303,,,,
"Taraclia, Moldova",,,,,,,,,,,,,,,379.61356,,,,,,,146.88017,,,,
"Ventspils, Latvia",,,,,,,,,,,,,,,1080.2208,,,,,,,577.4053,,,,
"Saint Kitts, Saint Kitts and Nevis",,,,,,,,,,,,,,,289.42725,,,,,,,167.12337,,,,
"Jelgavas novads, Latvia",,,,,,,,,,,,,,,96.39188,,,,,,,105.32257,,,,
"Commewijne, Suriname",,,,,,,,,,,,,,,282.53555,,,,,,,276.58282,,,,
"Mersch, Luxembourg",,,,,,,,,,,,,,,306.42953,,,,,,,191.54279,,,,
"Siguldas novads, Latvia",,,,,,,,,,,,,,,225.4374,,,,,,,101.31769,,,,
"Talsu novads, Latvia",,,,,,,,,,,,,,,131.5967,,,,,,,56.362404,,,,
"Rēzeknes novads, Latvia",,,,,,,,,,,,,,,67.40925,,,,,,,59.45109,,,,
"Gros Islet, Saint Lucia",,,,,,,,,,,,,,,847.8324,,,,,,,550.5886,,,,
"Diekirch, Luxembourg",,,,,,,,,,,,,,,411.88013,,,,,,,203.44972,,,,
"San Marino, San Marino",,,,,,,,,,,,,,,613.2731,,,,,,,385.94086,,,,
"Grevenmacher, Luxembourg",,,,,,,,,,,,,,,282.48663,,,,,,,163.25432,,,,
"Upper Takutu-Upper Essequibo, Guyana",,,,,,,,,,,,,,,159.40479,,,,,,,62.76336,,,,
"Nova Gorica, Slovenia",,,,,,,,,,,,,,,1041.5441,,,,,,,593.5014,,,,
"Nenetskiy avtonomnyy okrug, Russia",,,,,,,,,,,,,,,560.5127,,,,,,,304.0999,,,,
"Șoldănești, Moldova",,,,,,,,,,,,,,,216.54361,,,,,,,84.92547,,,,
"Central, Solomon Islands",,,,,,,,,,,,,,,57.253784,,,,,,,31.493372,,,,
"Kamnik, Slovenia",,,,,,,,,,,,,,,712.2064,,,,,,,388.92322,,,,
"Velenje, Slovenia",,,,,,,,,,,,,,,1305.4487,,,,,,,546.3932,,,,
"Saint Martin, France",,,,,,,,,,,,,,,649.8059,,,,,,,466.0336,,,,
"Norðurland eystra, Iceland",,,,,,,,,,,,,,,666.8848,,,,,,,260.70352,,,,
"Gibraltar (UK), Gibraltar",,,,,,,,,,,,,,,2515.675,,,,,,,1380.7334,,,,
"Chuuk, Micronesia",,,,,,,,,,,,,,,233.8984,,,,,,,132.26553,,,,
"City of Freeport, The Bahamas",,,,,,,,,,,,,,,552.2905,,,,,,,391.0264,,,,
"Barima-Waini, Guyana",,,,,,,,,,,,,,,138.47491,,,,,,,57.538513,,,,
"Saldus novads, Latvia",,,,,,,,,,,,,,,243.65805,,,,,,,109.11535,,,,
"Berane, Montenegro",,,,,,,,,,,,,,,1337.4395,,,,,,,504.38217,,,,
"Suðurnes, Iceland",,,,,,,,,,,,,,,734.16,,,,,,,287.55872,,,,
"Madonas novads, Latvia",,,,,,,,,,,,,,,81.695366,,,,,,,35.85955,,,,
"Virgin Islands, British (UK), British Virgin Islands",,,,,,,,,,,,,,,438.0638,,,,,,,210.62561,,,,
"Aizkraukles novads, Latvia",,,,,,,,,,,,,,,124.86208,,,,,,,60.763454,,,,
"Chobe, Botswana",,,,,,,,,,,,,,,344.15662,,,,,,,127.64353,,,,
"Vrapčište, North Macedonia",,,,,,,,,,,,,,,822.5409,,,,,,,505.8003,,,,
"Saint James, Barbados",,,,,,,,,,,,,,,1430.7932,,,,,,,937.1215,,,,
"Ocnița, Moldova",,,,,,,,,,,,,,,324.95096,,,,,,,194.43275,,,,
"Herceg-Novi, Montenegro",,,,,,,,,,,,,,,620.60187,,,,,,,298.3295,,,,
"Augšdaugavas novads, Latvia",,,,,,,,,,,,,,,42.954975,,,,,,,55.196583,,,,
"Tubas, State of Palestine",,,,,,,,,,,,,,,486.07016,,,,,,,256.2731,,,,
"Kuldīgas novads, Latvia",,,,,,,,,,,,,,,131.54439,,,,,,,62.124756,,,,
"Toledo, Belize",,,,,,,,,,,,,,,242.8726,,,,,,,82.727394,,,,
"Radoviš, North Macedonia",,,,,,,,,,,,,,,770.7202,,,,,,,262.26355,,,,
"Centro Sur, Equatorial Guinea",,,,,,,,,,,,,,,143.10002,,,,,,,47.974384,,,,
"Valgamaa, Estonia",,,,,,,,,,,,,,,384.4426,,,,,,,144.02638,,,,
"Võrumaa, Estonia",,,,,,,,,,,,,,,262.53107,,,,,,,108.087204,,,,
"Inchiri, Mauritania",,,,,,,,,,,,,,,634.0558,,,,,,,188.72133,,,,
"Ratak Chain, Marshall Islands",,,,,,,,,,,,,,,333.9911,,,,,,,144.16716,,,,
"Saint Andrew, Grenada",,,,,,,,,,,,,,,476.6568,,,,,,,319.62415,,,,
"Dobeles novads, Latvia",,,,,,,,,,,,,,,134.7056,,,,,,,62.442818,,,,
"Port of Spain, Trinidad and Tobago",,,,,,,,,,,,,,,2330.91,,,,,,,1976.9724,,,,
"Rach'a-Lechkhumi-Kvemo Svaneti, Georgia",,,,,,,,,,,,,,,69.87734,,,,,,,31.198273,,,,
"Limbažu novads, Latvia",,,,,,,,,,,,,,,47.504086,,,,,,,24.748154,,,,
"Dubăsari, Moldova",,,,,,,,,,,,,,,295.7672,,,,,,,218.62387,,,,
"Ahvenanmaan maakunta, Finland",,,,,,,,,,,,,,,250.79533,,,,,,,127.2482,,,,
"Krāslavas novads, Latvia",,,,,,,,,,,,,,,146.215,,,,,,,55.396675,,,,
"Suðurland, Iceland",,,,,,,,,,,,,,,274.45395,,,,,,,78.57984,,,,
"Pljevlja, Montenegro",,,,,,,,,,,,,,,1429.9121,,,,,,,468.7076,,,,
"Mé-Zóchi, São Tomé and Príncipe",,,,,,,,,,,,,,,1321.936,,,,,,,1299.5276,,,,
"Charlotte, Saint Vincent and the Grenadines",,,,,,,,,,,,,,,296.90002,,,,,,,182.55289,,,,
"Rezina, Moldova",,,,,,,,,,,,,,,243.48332,,,,,,,246.48463,,,,
"Slovenska Bistrica, Slovenia",,,,,,,,,,,,,,,276.80008,,,,,,,169.78273,,,,
"Santa Catarina do Fogo, Cape Verde",,,,,,,,,,,,,,,552.61096,,,,,,,266.3835,,,,
"Nickerie, Suriname",,,,,,,,,,,,,,,388.63446,,,,,,,160.7553,,,,
"Sal, Cape Verde",,,,,,,,,,,,,,,686.6988,,,,,,,227.63919,,,,
"Guna Yala, Panama",,,,,,,,,,,,,,,150.37956,,,,,,,49.3912,,,,
"Flores, Uruguay",,,,,,,,,,,,,,,1237.1309,,,,,,,406.2119,,,,
"Krško, Slovenia",,,,,,,,,,,,,,,239.91753,,,,,,,140.43704,,,,
"Temotu, Solomon Islands",,,,,,,,,,,,,,,63.72159,,,,,,,37.65417,,,,
"Ludzas novads, Latvia",,,,,,,,,,,,,,,141.75151,,,,,,,54.874893,,,,
"Tearce, North Macedonia",,,,,,,,,,,,,,,595.073,,,,,,,314.3885,,,,
"Sopište, North Macedonia",,,,,,,,,,,,,,,1396.6,,,,,,,1357.3527,,,,
"Tsirang, Bhutan",,,,,,,,,,,,,,,137.19925,,,,,,,109.766945,,,,
"Trashi Yangtse, Bhutan",,,,,,,,,,,,,,,107.53668,,,,,,,69.79288,,,,
"Cuyuni-Mazaruni, Guyana",,,,,,,,,,,,,,,419.86612,,,,,,,114.23346,,,,
"Brežice, Slovenia",,,,,,,,,,,,,,,196.60568,,,,,,,136.8105,,,,
"Point Fortin, Trinidad and Tobago",,,,,,,,,,,,,,,853.68396,,,,,,,456.75113,,,,
"Ghāt, Libya",,,,,,,,,,,,,,,475.12115,,,,,,,156.34172,,,,
"Budva, Montenegro",,,,,,,,,,,,,,,685.0033,,,,,,,275.3717,,,,
"Gevgelija, North Macedonia",,,,,,,,,,,,,,,622.78625,,,,,,,229.61575,,,,
"Põlvamaa, Estonia",,,,,,,,,,,,,,,106.99203,,,,,,,50.288033,,,,
"Mārupes novads, Latvia",,,,,,,,,,,,,,,748.9248,,,,,,,890.6803,,,,
"Dagana, Bhutan",,,,,,,,,,,,,,,103.842155,,,,,,,69.90825,,,,
"Rožaje, Montenegro",,,,,,,,,,,,,,,1484.5759,,,,,,,422.53577,,,,
"Vinica, North Macedonia",,,,,,,,,,,,,,,474.12674,,,,,,,247.26231,,,,
"Škofja Loka, Slovenia",,,,,,,,,,,,,,,684.43646,,,,,,,334.00308,,,,
"Remich, Luxembourg",,,,,,,,,,,,,,,263.46777,,,,,,,183.36766,,,,
"Addu, Maldives",,,,,,,,,,,,,,,540.5531,,,,,,,181.95096,,,,
"Jõgevamaa, Estonia",,,,,,,,,,,,,,,104.189,,,,,,,39.669594,,,,
"A'ana, Samoa",,,,,,,,,,,,,,,241.79765,,,,,,,146.03642,,,,
"Rēzekne, Latvia",,,,,,,,,,,,,,,1141.0153,,,,,,,526.7281,,,,
"Saint George, Dominica",,,,,,,,,,,,,,,1199.7246,,,,,,,470.8358,,,,
"Debar, North Macedonia",,,,,,,,,,,,,,,1081.5665,,,,,,,321.84354,,,,
"Ptuj, Slovenia",,,,,,,,,,,,,,,785.2963,,,,,,,396.89374,,,,
"Kriva Palanka, North Macedonia",,,,,,,,,,,,,,,625.4162,,,,,,,215.82277,,,,
"Kotor, Montenegro",,,,,,,,,,,,,,,327.79068,,,,,,,174.5899,,,,
"Žalec, Slovenia",,,,,,,,,,,,,,,345.84152,,,,,,,258.49838,,,,
"Ribeira Grande, Cape Verde",,,,,,,,,,,,,,,235.92125,,,,,,,167.60681,,,,
"Paul, Cape Verde",,,,,,,,,,,,,,,638.2144,,,,,,,320.18143,,,,
"Saramacca, Suriname",,,,,,,,,,,,,,,153.6818,,,,,,,132.67517,,,,
"Atua, Samoa",,,,,,,,,,,,,,,126.60629,,,,,,,70.40777,,,,
"Ķekavas novads, Latvia",,,,,,,,,,,,,,,237.12296,,,,,,,315.132,,,,
"Ropažu novads, Latvia",,,,,,,,,,,,,,,190.72633,,,,,,,279.59207,,,,
"Järvamaa, Estonia",,,,,,,,,,,,,,,160.30867,,,,,,,59.663403,,,,
"Danilovgrad, Montenegro",,,,,,,,,,,,,,,384.41968,,,,,,,174.11456,,,,
"Dondușeni, Moldova",,,,,,,,,,,,,,,178.90736,,,,,,,62.048996,,,,
"Jesenice, Slovenia",,,,,,,,,,,,,,,691.0566,,,,,,,345.89697,,,,
"Boa Vista, Cape Verde",,,,,,,,,,,,,,,554.8956,,,,,,,174.84698,,,,
"Zhemgang, Bhutan",,,,,,,,,,,,,,,59.179893,,,,,,,28.432314,,,,
"Alto Paraguay, Paraguay",,,,,,,,,,,,,,,55.53819,,,,,,,26.832363,,,,
"Grosuplje, Slovenia",,,,,,,,,,,,,,,425.39777,,,,,,,242.41864,,,,
"Gulbenes novads, Latvia",,,,,,,,,,,,,,,142.2382,,,,,,,61.516613,,,,
"Piran, Slovenia",,,,,,,,,,,,,,,555.7357,,,,,,,323.99338,,,,
"Negotino, North Macedonia",,,,,,,,,,,,,,,807.7987,,,,,,,236.26358,,,,
"Redange, Luxembourg",,,,,,,,,,,,,,,88.46687,,,,,,,81.359344,,,,
"Miladhunmadulu Uthuruburi, Maldives",,,,,,,,,,,,,,,154.14037,,,,,,,45.61456,,,,
"Andorra la Vella, Andorra",,,,,,,,,,,,,,,1851.5222,,,,,,,729.65643,,,,
"Želino, North Macedonia",,,,,,,,,,,,,,,344.95712,,,,,,,249.74783,,,,
"Thiladhunmathee Dhekunuburi, Maldives",,,,,,,,,,,,,,,340.46057,,,,,,,108.04217,,,,
"Batanes, Philippines",,,,,,,,,,,,,,,320.9444,,,,,,,121.14849,,,,
"Balvu novads, Latvia",,,,,,,,,,,,,,,38.5734,,,,,,,24.317263,,,,
"Šentjur, Slovenia",,,,,,,,,,,,,,,166.84457,,,,,,,123.53693,,,,
"Vrhnika, Slovenia",,,,,,,,,,,,,,,558.74084,,,,,,,249.84294,,,,
"Bonaire, Netherlands",,,,,,,,,,,,,,,521.6335,,,,,,,256.01526,,,,
"Saint George, Barbados",,,,,,,,,,,,,,,526.40393,,,,,,,479.5976,,,,
"Cantagalo, São Tomé and Príncipe",,,,,,,,,,,,,,,539.08673,,,,,,,327.60916,,,,
"Marowijne, Suriname",,,,,,,,,,,,,,,367.5607,,,,,,,222.5314,,,,
"Basarabeasca, Moldova",,,,,,,,,,,,,,,278.48608,,,,,,,128.51604,,,,
"Radovljica, Slovenia",,,,,,,,,,,,,,,368.2961,,,,,,,243.06781,,,,
"Bumthang, Bhutan",,,,,,,,,,,,,,,162.2768,,,,,,,83.48748,,,,
"Ajdovščina, Slovenia",,,,,,,,,,,,,,,292.00876,,,,,,,165.4382,,,,
"Preiļu novads, Latvia",,,,,,,,,,,,,,,94.12038,,,,,,,41.72908,,,,
"Smiltenes novads, Latvia",,,,,,,,,,,,,,,57.9499,,,,,,,28.714535,,,,
"Echternach, Luxembourg",,,,,,,,,,,,,,,227.65385,,,,,,,118.5053,,,,
"Clervaux, Luxembourg",,,,,,,,,,,,,,,79.84345,,,,,,,60.197536,,,,
"Appenzell Innerrhoden, Switzerland",,,,,,,,,,,,,,,331.6047,,,,,,,238.31787,,,,
"Murska Sobota, Slovenia",,,,,,,,,,,,,,,589.06323,,,,,,,302.80112,,,,
"Läänemaa, Estonia",,,,,,,,,,,,,,,304.79773,,,,,,,102.822876,,,,
"Coronie, Suriname",,,,,,,,,,,,,,,229.82268,,,,,,,91.3941,,,,
"Salaspils novads, Latvia",,,,,,,,,,,,,,,291.04507,,,,,,,213.3384,,,,
"Ilinden, North Macedonia",,,,,,,,,,,,,,,406.32657,,,,,,,387.80713,,,,
"Sevnica, Slovenia",,,,,,,,,,,,,,,184.58073,,,,,,,97.23161,,,,
"Micoud, Saint Lucia",,,,,,,,,,,,,,,351.5356,,,,,,,204.8415,,,,
"Sveti Nikole, North Macedonia",,,,,,,,,,,,,,,420.891,,,,,,,133.89081,,,,
"Ivančna Gorica, Slovenia",,,,,,,,,,,,,,,149.99388,,,,,,,104.58307,,,,
"Olaines novads, Latvia",,,,,,,,,,,,,,,196.74887,,,,,,,113.95728,,,,
"Praia, Cape Verde",,,,,,,,,,,,,,,543.9862,,,,,,,284.0462,,,,
"Wiltz, Luxembourg",,,,,,,,,,,,,,,174.63548,,,,,,,83.9674,,,,
"Hahdhunmathi, Maldives",,,,,,,,,,,,,,,132.51035,,,,,,,50.416565,,,,
"Kommuneqarfik Sermersooq, Greenland",,,,,,,,,,,,,,,667.65375,,,,,,,272.982,,,,
"Delčevo, North Macedonia",,,,,,,,,,,,,,,448.44827,,,,,,,169.5694,,,,
"Vasilevo, North Macedonia",,,,,,,,,,,,,,,364.73135,,,,,,,291.58688,,,,
"Izola, Slovenia",,,,,,,,,,,,,,,889.6116,,,,,,,420.0704,,,,
"Thiladhunmathee Uthuruburi, Maldives",,,,,,,,,,,,,,,157.78094,,,,,,,43.031006,,,,
"Ulcinj, Montenegro",,,,,,,,,,,,,,,602.49713,,,,,,,226.05566,,,,
"Slovenj Gradec, Slovenia",,,,,,,,,,,,,,,385.54123,,,,,,,199.21617,,,,
"Lhuentse, Bhutan",,,,,,,,,,,,,,,58.021362,,,,,,,29.993948,,,,
"Medvode, Slovenia",,,,,,,,,,,,,,,538.0978,,,,,,,350.6403,,,,
"Kočevje, Slovenia",,,,,,,,,,,,,,,483.8402,,,,,,,213.55568,,,,
"Lembá, São Tomé and Príncipe",,,,,,,,,,,,,,,820.67596,,,,,,,246.73637,,,,
"Litija, Slovenia",,,,,,,,,,,,,,,339.08463,,,,,,,153.11148,,,,
"Trbovlje, Slovenia",,,,,,,,,,,,,,,926.76025,,,,,,,424.2382,,,,
"Postojna, Slovenia",,,,,,,,,,,,,,,407.21954,,,,,,,147.3073,,,,
"Tržič, Slovenia",,,,,,,,,,,,,,,480.1653,,,,,,,253.1291,,,,
"Zagorje ob Savi, Slovenia",,,,,,,,,,,,,,,324.69522,,,,,,,202.85056,,,,
"Vesturland, Iceland",,,,,,,,,,,,,,,246.25229,,,,,,,72.73274,,,,
"Alūksnes novads, Latvia",,,,,,,,,,,,,,,70.68352,,,,,,,35.383396,,,,
"Resen, North Macedonia",,,,,,,,,,,,,,,274.57858,,,,,,,97.53359,,,,
"Probištip, North Macedonia",,,,,,,,,,,,,,,552.12494,,,,,,,192.64691,,,,
"West Grand Bahama, The Bahamas",,,,,,,,,,,,,,,170.0072,,,,,,,117.530464,,,,
"Anguilla (UK), Anguilla",,,,,,,,,,,,,,,176.91214,,,,,,,109.377464,,,,
"Cook Islands (NZ), Cook Islands",,,,,,,,,,,,,,,103.95985,,,,,,,53.822605,,,,
"Vieux Fort, Saint Lucia",,,,,,,,,,,,,,,508.7909,,,,,,,320.47958,,,,
"Trongsa, Bhutan",,,,,,,,,,,,,,,111.60854,,,,,,,46.937958,,,,
"Saint Andrew, Saint Vincent and the Grenadines",,,,,,,,,,,,,,,666.73694,,,,,,,421.61072,,,,
"Cetinje, Montenegro",,,,,,,,,,,,,,,773.13544,,,,,,,235.65314,,,,
"Pema Gatshel, Bhutan",,,,,,,,,,,,,,,89.0039,,,,,,,66.80938,,,,
"Saint David, Grenada",,,,,,,,,,,,,,,349.44943,,,,,,,261.73337,,,,
"Logatec, Slovenia",,,,,,,,,,,,,,,375.73083,,,,,,,161.55243,,,,
"Sežana, Slovenia",,,,,,,,,,,,,,,228.68831,,,,,,,105.43852,,,,
"Saint Thomas, Barbados",,,,,,,,,,,,,,,983.9181,,,,,,,854.2927,,,,
"Encamp, Andorra",,,,,,,,,,,,,,,632.4925,,,,,,,339.9018,,,,
"Saint Patrick, Grenada",,,,,,,,,,,,,,,265.88925,,,,,,,197.95575,,,,
"Črnomelj, Slovenia",,,,,,,,,,,,,,,230.77296,,,,,,,107.216286,,,,
"Berovo, North Macedonia",,,,,,,,,,,,,,,272.22568,,,,,,,112.584114,,,,
"Tivat, Montenegro",,,,,,,,,,,,,,,560.46875,,,,,,,248.09511,,,,
"Kolhumadulu, Maldives",,,,,,,,,,,,,,,145.0208,,,,,,,45.90981,,,,
"Nevis, Saint Kitts and Nevis",,,,,,,,,,,,,,,191.56027,,,,,,,103.96017,,,,
"Ralik Chain, Marshall Islands",,,,,,,,,,,,,,,155.94922,,,,,,,52.376976,,,,
"Ilirska Bistrica, Slovenia",,,,,,,,,,,,,,,180.8926,,,,,,,89.52916,,,,
"São Domingos, Cape Verde",,,,,,,,,,,,,,,178.49438,,,,,,,318.42142,,,,
"Escaldes-Engordany, Andorra",,,,,,,,,,,,,,,1928.9769,,,,,,,786.02905,,,,
"Dolneni, North Macedonia",,,,,,,,,,,,,,,97.75705,,,,,,,49.461296,,,,
"Haa, Bhutan",,,,,,,,,,,,,,,159.10828,,,,,,,79.19634,,,,
"Laško, Slovenia",,,,,,,,,,,,,,,160.77676,,,,,,,102.20583,,,,
"Slovenske Konjice, Slovenia",,,,,,,,,,,,,,,310.35822,,,,,,,174.22827,,,,
"Brvenica, North Macedonia",,,,,,,,,,,,,,,434.2996,,,,,,,225.97243,,,,
"São Salvador do Mundo, Cape Verde",,,,,,,,,,,,,,,963.3223,,,,,,,1293.1843,,,,
"Ādažu novads, Latvia",,,,,,,,,,,,,,,123.97793,,,,,,,94.68499,,,,
"Lobata, São Tomé and Príncipe",,,,,,,,,,,,,,,572.4344,,,,,,,855.10077,,,,
"Ariatholhu Dhekunuburi, Maldives",,,,,,,,,,,,,,,121.40634,,,,,,,35.478737,,,,
"Yap, Micronesia",,,,,,,,,,,,,,,66.41039,,,,,,,34.19789,,,,
"Trebnje, Slovenia",,,,,,,,,,,,,,,174.62198,,,,,,,106.71693,,,,
"Aračinovo, North Macedonia",,,,,,,,,,,,,,,746.19324,,,,,,,387.3666,,,,
"Maalhosmadulu Dhekunuburi, Maldives",,,,,,,,,,,,,,,126.89639,,,,,,,36.123028,,,,
"Emberá, Panama",,,,,,,,,,,,,,,100.032394,,,,,,,34.059048,,,,
"Maaleatholhu, Maldives",,,,,,,,,,,,,,,399.7513,,,,,,,769.28217,,,,
"Brokopondo, Suriname",,,,,,,,,,,,,,,65.39181,,,,,,,23.750238,,,,
"Dennery, Saint Lucia",,,,,,,,,,,,,,,404.27374,,,,,,,170.55998,,,,
"Huvadhuatholhu Dhekunuburi, Maldives",,,,,,,,,,,,,,,210.46602,,,,,,,55.12948,,,,
"Likoma, Malawi",,,,,,,,,,,,,,,373.01028,,,,,,,179.2463,,,,
"Torba, Vanuatu",,,,,,,,,,,,,,,51.85848,,,,,,,18.193573,,,,
"Hoče-Slivnica, Slovenia",,,,,,,,,,,,,,,334.0629,,,,,,,300.6148,,,,
"Brezovica, Slovenia",,,,,,,,,,,,,,,313.60803,,,,,,,264.74313,,,,
"Miladhunmadulu Dhekunuburi, Maldives",,,,,,,,,,,,,,,106.1752,,,,,,,30.84473,,,,
"Govĭ-Sümber, Mongolia",,,,,,,,,,,,,,,706.57184,,,,,,,205.13829,,,,
"Bosilovo, North Macedonia",,,,,,,,,,,,,,,206.42284,,,,,,,185.98604,,,,
"Fa'asaleleaga, Samoa",,,,,,,,,,,,,,,182.7101,,,,,,,103.9082,,,,
"Novo Selo, North Macedonia",,,,,,,,,,,,,,,149.61229,,,,,,,90.17988,,,,
"Ash Shamāl, Qatar",,,,,,,,,,,,,,,229.31743,,,,,,,91.38864,,,,
"Idrija, Slovenia",,,,,,,,,,,,,,,252.8371,,,,,,,107.49456,,,,
"Palauli, Samoa",,,,,,,,,,,,,,,114.62167,,,,,,,55.60269,,,,
"Škofljica, Slovenia",,,,,,,,,,,,,,,286.01346,,,,,,,236.07307,,,,
"Rogaška Slatina, Slovenia",,,,,,,,,,,,,,,284.1032,,,,,,,184.77841,,,,
"Austurland, Iceland",,,,,,,,,,,,,,,60.908432,,,,,,,19.457758,,,,
"Ventspils novads, Latvia",,,,,,,,,,,,,,,38.58606,,,,,,,43.099476,,,,
"Tolmin, Slovenia",,,,,,,,,,,,,,,165.79529,,,,,,,79.65238,,,,
"Faadhippolhu, Maldives",,,,,,,,,,,,,,,265.9402,,,,,,,73.54917,,,,
"Valandovo, North Macedonia",,,,,,,,,,,,,,,181.67514,,,,,,,98.16973,,,,
"Tuzi, Montenegro",,,,,,,,,,,,,,,244.6854,,,,,,,194.58507,,,,
"Cerknica, Slovenia",,,,,,,,,,,,,,,203.20941,,,,,,,101.908676,,,,
"Petrovec, North Macedonia",,,,,,,,,,,,,,,144.20236,,,,,,,109.342316,,,,
"Ormož, Slovenia",,,,,,,,,,,,,,,110.11068,,,,,,,90.18223,,,,
"Līvānu novads, Latvia",,,,,,,,,,,,,,,199.83766,,,,,,,79.31967,,,,
"Punakha, Bhutan",,,,,,,,,,,,,,,110.46581,,,,,,,78.23766,,,,
"Valkas novads, Latvia",,,,,,,,,,,,,,,275.95886,,,,,,,147.60187,,,,
"Grenadines, Saint Vincent and the Grenadines",,,,,,,,,,,,,,,155.75467,,,,,,,65.20126,,,,
"Huvadhuatholhu Uthuruburi, Maldives",,,,,,,,,,,,,,,123.25458,,,,,,,43.695263,,,,
"Saint Paul, Dominica",,,,,,,,,,,,,,,406.62946,,,,,,,306.17877,,,,
"Potaro-Siparuni, Guyana",,,,,,,,,,,,,,,40.328415,,,,,,,12.593999,,,,
"Qeqqata Kommunia, Greenland",,,,,,,,,,,,,,,352.1377,,,,,,,88.79625,,,,
"Temburong, Brunei",,,,,,,,,,,,,,,109.22691,,,,,,,59.914886,,,,
"Wallis and Futuna, France",,,,,,,,,,,,,,,86.09687,,,,,,,53.175983,,,,
"Ljutomer, Slovenia",,,,,,,,,,,,,,,156.65034,,,,,,,119.78782,,,,
"Vava'u, Tonga",,,,,,,,,,,,,,,124.5211,,,,,,,80.45597,,,,
"Saint Barthelemy, France",,,,,,,,,,,,,,,306.46985,,,,,,,150.53618,,,,
"Lendava, Slovenia",,,,,,,,,,,,,,,182.49954,,,,,,,117.55826,,,,
